 Se não fosse o Senhor ; 3367
 Se não puderes mais ; 3309
 Se orarmos ao Senhor ; 553
 Se paz, a mais doce ; 7765
 Se te encontrares triste ; 3345
 Se tu estás tão longe do Senhor ; 1165
 Se tu pediste um sinal ; 1182
 Se tu procuras pela paz ; 1155
 Se um dia Deus prometeu ; 7794
 Se você quiser saber ; 1153
 Se, da vida, as vagas procelosas são ; 3321
 Seguir-te-ei ; 2232
 Sei que Cristo voltará ; 9967
 Sei que na cruz seu sangue verteu ; 9014
 Sei que o Senhor; 5524
 Sei que sou amado do meu Salvador ; 9028
 Sei, Senhor ; 568
 Seja só o Senhor louvado aqui ; 26
 Sempre vou lembrar ; 2296
 Senhor, meu Deus, o que direi de ti ; 4474
 Senhor, a ti clamo ; 25
 Senhor, eu nem sei contar ; 6608
 Senhor, eu quero depositar ; 6607
 Senhor, eu quero servir-te ; 4468
 Senhor, guia-nos ; 4467
 Senhor, manda poder ; 8817
 Senhor, me chego a ti ; 9
 Senhor, me ensina ; 3366
 Senhor, meu Deus e Pai ; 55
 Senhor, meu Deus, quando eu maravilhado ; 6642
 Senhor, o que é a nossa vida? ; 4406
 Senhor, ouve a minha oração ; 23
 Senhor, suplico a ti em oração ; 42
 Senhor, te amo, te amo ; 2291
 Senhor, tu me sondaste e me conheces ; 7758
 Sente em tua face o roçar ; 569
 Seqüência de louvores nº 1 ; 8800
 Seqüência de louvores nº 2 ; 8801
 Seqüência de louvores nº 3 ; 8802
 Sete castiçais ; 5508
 Seu corpo cansado pelas caminhadas ; 1100
 Seu nome é Jesus ; 8804
 Seu nome é maravilhoso ; 9911
 Só Jesus te pode dar o que procuras ; 1131
 Só o poder de Deus ; 2226
 Só tu és, Senhor ; 4405
 Só uma voz me basta ; 3320
 Somente pela fé a obra de Deus ; 8825
 Somos teu povo ; 1118
 Somos teu povo e queremos ; 4439
 Sonda-me, ó Deus ; 4403
 Sonhei com Jesus esta noite ; 9916
 Sou feliz com Jesus ; 2239
 Sou feliz porque sou de Cristo; 8800-C
 Sou forasteiro aqui ; 4431
 Sou um soldado do bom Salvador ; 9925
 Sou uma criança feliz ; 9938
 Suba a minha oração ; 555
 Tal qual estou ; 7756
 Tanto tempo já faz que o chamado divinal ; 1142
 Te adoramos ; 6603
 Te exaltaremos ; 6668
 Te suplico, ó Deus, em oração ; 9020
 Tem bom ânimo, pobre pecador ; 9024
 Temei a Deus ; 5507
 Tenho grande gozo ; 2241
 Tenho lido da bela cidade ; 5578
 Tenho nova vida ; 2227
 Tenho saudades de Jesus, meu Mestre ; 5527
 Tenho um coração alegre ; 9988
 Tenho um Senhor muito forte ; 9976
 Tenho uma candeia ; 9983
 Tenho uma pedra viva ; 2281
 Tenho uma semente ; 9931
 Teu nome é pra mim, Senhor ; 7785
 Teu povo clama ; 19
 Toca pela fé ; 561
 Toda a minha dor Jesus levou ; 3301
 Toda a terra te exalta; 6672
 Toda promessa ; 5500
 Todo louvor seja dado a Deus ; 7792
 Todo o meu ser te ama ; 7783
 Todo ser que tem fôlego ; 9965
 Todos os povos ; 1176
 Tomai agora o pão ; 4452
 Totalmente desejável é o meu amado ; 2273
 Transborda-me, Senhor ; 29
 Tu és fiel, Senhor ; 2286
 Tu és meu Rei ; 3369
 Tu és o Cristo, o Filho do Deus vivo ; 9999
 Tu, ó Senhor (Aviva a tua obra) ; 4481
 Tu que andas só e triste sem saber o caminho ; 7760
 Tu que estás assentado ; 5530
 Tu que sobre a amarga cruz ; 1166
 Tua glória enche toda a terra ; 7781
 Tua mão é poderosa; 9956
 Tua, ó Deus, é toda a grandeza ; 7812
 Tudo se fez novo ; 1164
 Tudo, ó Cristo, a ti entrego ; 2230
 Um certo pastorzinho ; 9908
 Um corpo só, um só Espírito ; 4445
 Um dia a igreja subirá ; 9978
 Um dia eu quis te deixar ; 7786
 Um dia Jesus achou-me ; 2202
 Um dia Jesus desceu da sua glória ; 1111
 Um milagre é ; 1189
 Um novo céu, uma nova terra se fará ; 9011
 Um novo lar me espera ; 5545
 Um pendão real vos entregou o Rei ; 4429
 Um pobre cego ; 7762
 Uma centelha só ; 1148
 Uma certa vez, Jesus Cristo ; 2265
 Uma luz brilhou em meu caminho ; 2216
 Uma luz resplandecente ; 9968
 Uma ovelhinha de Jesus eu sou ; 9008
 Uma voz mansa e delicada ; 572
 Uma voz me disse lá do céu ; 4411
 Vai raiar o dia ; 9004
 Vamos buscar poder (Como aconteceu em Jerusalém) ; 8827
 Vamos lavar as vestes ; 10
 Varões galileus ; 9964
 Vem! Maranata! Jesus vem! ; 5580
 Vem para o meio ; 9984
 Vem sobre mim, Espírito de Deus ; 4456
 Vem, amado meu ; 565
 Vem, derrama a paz ; 6653
 Vem, Espírito de Deus ; 8816
 Vem, Jesus Cristo já vem ; 7791
 Vem, ó Cristo, encher meu cálice ; 4447
 Vem, Senhor, visita tua vinha ; 4483
 Vem, visita tua igreja; 571
 Vencedor serei ; 8812
 Vencer, vencer ; 3373
 Venho, Senhor, minha vida oferecer ; 4401
 Vi um novo céu ; 5501
 Vigiai e sempre orai, ó crentes ; 5511
 Vinde, cantai e entoai louvores a Jesus ; 48
 Vinde, meninos ; 9936
 Vitória Deus dará a mim, eu sei; 8813
 Vitória sobre vitória ; 9929
 Viver é tão lindo ; 9963
 Vives muito além do céu ; 574
 Vivi tão longe do Senhor ; 2208
 Você não está sozinho ; 1159
 Você sabe o que é salvação? ; 9990
 Vou caminhando pra Jerusalém ; 9006
 Vou clamar ; 43
 Vou contar-vos o que penso do meu Mestre ; 2267
 Vou guiar-te a uma rica fonte ; 1137
